,ind,id,timestp,url,curr_price
2424,2425,1,2021-10-21 19:49:33,https://www.amazon.com/dp/B0919XS2W7,49.0
2425,2426,2,2021-10-21 19:49:33,https://www.amazon.com/Jordan-Mens-Air-554724-Metallic/dp/B092PLHRS7?th=1&psc=1,-1.0
2426,2427,3,2021-10-21 19:49:33,https://www.amazon.com/dp/B06ZXYFYND?ref=nb_sb_ss_w_as-ypp-rep_ypp_rep_k0_1_15&amp&crid=MMLWLDL6FJ2E&amp&sprefix=bed+frame+zinus,-1.0
2427,2428,4,2021-10-21 19:49:33,https://www.amazon.com/gp/product/B095PY85HG?pf_rd_r=WJMJBBX15GMH8FDQ660W&pf_rd_p=8fe9b1d0-f378-4356-8bb8-cada7525eadd&pd_rd_r=070dbab9-f0f1-4627-8e99-25b16f9ab6fc&pd_rd_w=E3fJe&pd_rd_wg=VjdY7&ref_=pd_gw_unk&th=1,-1.0
2428,2429,5,2021-10-21 19:49:33,https://www.amazon.com/Samsung-Factory-Unlocked-Smartphone-Resistant/dp/B08XX4P7LB/ref=sr_1_2?dchild=1&keywords=samsung%2Ba52%2B5g&qid=1634761661&sr=8-2&th=1,-1.0
2429,2430,6,2021-10-21 19:49:33,https://www.amazon.com/Oral-B-Rechargeable-Toothbrush-Intelligence-Replacement/dp/B084PPQ7NF?ref_=Oct_DLandingS_D_6c451c90_63&smid=ATVPDKIKX0DER,-1.0
2430,2431,7,2021-10-21 19:49:33,https://www.amazon.com/dp/B08H8BQMN5/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B08H8BQMN5&pd_rd_w=yQRXL&pf_rd_p=887084a2-5c34-4113-a4f8-b7947847c308&pd_rd_wg=dDy89&pf_rd_r=YSVYKSMMHFSSKZD3A09X&pd_rd_r=683d5259-f44d-4858-bd83-7240b1e6d889&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExSVVIRVJFR1AzWjlJJmVuY3J5cHRlZElkPUEwMjMzNjYwMUdWT0JHTE42TUZVVCZlbmNyeXB0ZWRBZElkPUExMDE2MjEwNjdVT0JBN0k4TjNQJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,-1.0
2431,2432,8,2021-10-21 19:49:33,https://www.amazon.com/Achiou-Winter-Touchscreen-Gloves-Texting/dp/B077MLRYNN/ref=sr_1_5?dchild=1&keywords=winter%2Bgloves&qid=1634761824&s=sporting-goods&sr=1-5&th=1&psc=1,-1.0
2432,2433,9,2021-10-21 19:49:33,https://www.amazon.com/Circular-Compact-Cutting-Diamond-WS3454U/dp/B08BFG9GL9?ref_=Oct_d_old_d_328182011_1&pd_rd_w=LCn3h&pf_rd_p=3a9c4f4a-c01c-4bbb-90b0-d9fb6de0de6f&pf_rd_r=161BY6ABVW8D853NG9MR&pd_rd_r=7eada7de-74e2-43f5-a705-32a47ae7ee87&pd_rd_wg=7CX4u,59.99
2433,2434,10,2021-10-21 19:49:33,https://www.amazon.com/DEWALT-20V-Cordless-Drill-Combo/dp/B08LRD4K3G?ref_=Oct_d_omg_d_328182011&pd_rd_w=TTBHs&pf_rd_p=91d04f53-a5e6-477b-803f-81835dc5f501&pf_rd_r=161BY6ABVW8D853NG9MR&pd_rd_r=7eada7de-74e2-43f5-a705-32a47ae7ee87&pd_rd_wg=7CX4u&pd_rd_i=B08LRD4K3G,219.0
2434,2435,11,2021-10-21 19:49:33,https://www.amazon.com/Depuley-Farmhouse-Ceiling-Industrial-lighting/dp/B08YDG48WJ/ref=sr_1_2?_encoding=UTF8&c=ts&dchild=1&keywords=Lighting+%26+Ceiling+Fans&qid=1634762226&s=lamps-light&sr=1-2&ts_id=495224,-1.0
2435,2436,12,2021-10-21 19:49:33,https://www.amazon.com/Amazon-Essentials-Quarter-Zip-Fleece-Classic/dp/B085YX3QGD?ref_=ast_sto_dp&th=1&psc=1,-1.0
2436,2437,13,2021-10-21 19:49:33,https://www.amazon.com/Columbia-Butte-Insulated-Hooded-Jacket/dp/B07KPD7MWZ/ref=sr_1_4_sspa?dchild=1&keywords=columbia+jacket+men&qid=1634762338&sr=8-4-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyMVdBOUVZNENTNTVMJmVuY3J5cHRlZElkPUEwOTI5NTY5MkNLOTU4N0hKQjMxNCZlbmNyeXB0ZWRBZElkPUEwMzQ5MTE0MTM3QUw4TE41VTJETSZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,160.0
2437,2438,14,2021-10-21 19:49:33,https://www.amazon.com/dp/B074Z79V3B/ref=sspa_dk_detail_2?psc=1&pd_rd_i=B074Z79V3B&pd_rd_w=7Nfqe&pf_rd_p=54ed5474-54a8-4c7f-a88a-45f748d18166&pd_rd_wg=nFsGj&pf_rd_r=FHGG1H63A9B0TNKH63CT&pd_rd_r=469cd172-0359-4205-8394-ee696019869c&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzS1UxWlNKVjRBVlNJJmVuY3J5cHRlZElkPUEwODUwNjI2MVNMOEdaVjNQVTREOCZlbmNyeXB0ZWRBZElkPUEwODMwMDk3MjRPVk1PWEpIVVZXTSZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,-1.0
2438,2439,15,2021-10-21 19:49:33,https://www.amazon.com/Womens-Crisscross-Halter-Backless-Strappy/dp/B091YM9C27/ref=AFVLPSU21_6?th=1&psc=1,-1.0
2439,2440,16,2021-10-21 19:49:33,https://www.amazon.com/gp/product/B071PB9ZV9/ref=AFVLPSU21_13,-1.0
2440,2441,17,2021-10-21 19:49:33,https://www.amazon.com/Zevro-KCH-06123-Control-Dispenser-Chrome/dp/B00ANJDBWM/ref=AFVLPSU21_16?th=1,-1.0
2441,2442,18,2021-10-21 19:49:33,https://www.amazon.com/dp/B00K230DIY/ref=s9_acsd_al_bw_c2_x_3_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-20&pf_rd_r=FPNWBGAHDCNKHQ0TXTMW&pf_rd_t=101&pf_rd_p=b7403e51-e02b-4138-aec2-34169ee425bd&pf_rd_i=23560256011&th=1&psc=1,359.95
2442,2443,19,2021-10-21 19:49:33,https://www.amazon.com/Loeffler-Randall-GIA-CRL/dp/B07B4SVXL7/ref=lp_23560256011_1_6?dchild=1&th=1&psc=1,695.0
2443,2444,20,2021-10-21 19:49:33,https://www.amazon.com/Bedside-Lamp-USB-port-Nightstand/dp/B087CDBKCH/ref=lp_23551258011_1_2?dchild=1,-1.0
2444,2445,21,2021-10-21 19:49:33,https://www.amazon.com/Floor-Lamp-Lighting-Reading-Adjustable/dp/B089SJVP52/ref=lp_23551258011_1_6?dchild=1,-1.0
2445,2446,22,2021-10-21 19:49:33,https://www.amazon.com/dp/B07J4Y87PG/ref=sbl_dpx_lighting-floor-lamps_B08CTVGV72_0,-1.0
2446,2447,23,2021-10-21 19:49:33,https://www.amazon.com/OUTMASTER-Rolling-Stool-Brown/dp/B08241R385/?_encoding=UTF8&pd_rd_w=dftIC&pf_rd_p=9c6a6193-3992-4a38-b260-9f91459a44ec&pf_rd_r=5F22YQBS180N0NQ9DBA8&pd_rd_r=d0e36cc4-d651-4e08-93c4-c6626cbb2fef&pd_rd_wg=hWUbA&ref_=pd_gw_hlp13n_t4imv2&th=1,-1.0
2447,2448,24,2021-10-21 19:49:33,https://www.amazon.com/Hasbro-Gaming-Monopoly-Crossing-Horizons/dp/B08TPD82SC/?_encoding=UTF8&pd_rd_w=Pqtds&pf_rd_p=73bed53d-c26a-4b6f-9f1f-9a110b0ac840&pf_rd_r=5F22YQBS180N0NQ9DBA8&pd_rd_r=d0e36cc4-d651-4e08-93c4-c6626cbb2fef&pd_rd_wg=hWUbA&ref_=pd_gw_unk,-1.0
2448,2449,25,2021-10-21 19:49:33,https://www.amazon.com/dp/B06Y1N3PTX/ref=sspa_dk_detail_6?psc=1p13NParams&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUFWVjdYT0NHMVJKN0cmZW5jcnlwdGVkSWQ9QTA1Mjc3MjIxTkwyRVo3RlRCVElLJmVuY3J5cHRlZEFkSWQ9QTA4NDI3MThFQ0lUNk44UjJIRkEmd2lkZ2V0TmFtZT1zcF9kZXRhaWwyJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,16.99
2449,2450,26,2021-10-21 19:49:33,https://www.amazon.com/dp/B08F65MX4L/ref=sspa_dk_detail_4?psc=1&pd_rd_i=B08F65MX4L&pd_rd_w=GNYOr&pf_rd_p=54ed5474-54a8-4c7f-a88a-45f748d18166&pd_rd_wg=0Zbwk&pf_rd_r=C766JBM7P79MB9B1FWKR&pd_rd_r=2e278e8f-1014-46e5-a3ac-ae8406ea63ab&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzQ1EzVTJOSEtXWkdFJmVuY3J5cHRlZElkPUEwMzEzODQwMldCTjA4WEpGOUU2UyZlbmNyeXB0ZWRBZElkPUEwNTcwMjE1MU5RSzAxQTYzV0swNiZ3aWRnZXROYW1lPXNwX2RldGFpbF90aGVtYXRpYyZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,-1.0
2450,2451,27,2021-10-21 19:49:33,https://www.amazon.com/dp/B08ZR5XNBM/ref=s9_acsd_al_bw_c2_x_0_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-4&pf_rd_r=4EYK9WNW3YY63Y8MS29Q&pf_rd_t=101&pf_rd_p=f1c43835-bd6c-4905-99d4-1cbd5f1af8f6&pf_rd_i=3760901,-1.0
2451,2452,28,2021-10-21 19:49:33,https://www.amazon.com/CPPSLEE-Effect-Upside-Christmas-Decoration/dp/B077P5BTCY/ref=lp_322525011_1_1?dchild=1,-1.0
2452,2453,29,2021-10-21 19:49:33,https://www.amazon.com/Echo-Dot-3rd-Gen-Bluetooth/dp/B08YT3BWMP/ref=lp_322525011_1_2?dchild=1,-1.0
2453,2454,30,2021-10-21 19:49:33,https://www.amazon.com/SYLVANIA-Dimmable-Equivalent-Google-Assistant/dp/B088G2B48D/ref=lp_322525011_1_5?dchild=1,34.99
2454,2455,31,2021-10-21 19:49:33,https://www.amazon.com/Bounty-Quick-Size-Paper-Towels-Family/dp/B079VP6DH5?ref_=Oct_d_orecs_d_15342811&pd_rd_w=u7akk&pf_rd_p=a6cf2dcc-c3c0-4973-b266-0e3ad7b6eb58&pf_rd_r=8NDJ6AS93DVAVZ52J4YP&pd_rd_r=f326d820-4210-4f7c-909d-da50260bd5a0&pd_rd_wg=p0ERw&pd_rd_i=B079VP6DH5,-1.0
2455,2456,32,2021-10-21 19:49:33,https://www.amazon.com/Cedar-EasyWring-Microfiber-Bucket-Cleaning/dp/B00WSWGVZQ?ref_=Oct_d_omwf_d_15342811&pd_rd_w=CnpNu&pf_rd_p=9bf776a0-7625-4f47-8aae-506f1d25b210&pf_rd_r=8NDJ6AS93DVAVZ52J4YP&pd_rd_r=f326d820-4210-4f7c-909d-da50260bd5a0&pd_rd_wg=p0ERw&pd_rd_i=B00WSWGVZQ,32.98
2456,2457,33,2021-10-21 19:49:33,https://www.amazon.com/Cottonelle-Ultra-ComfortCare-Toilet-Family/dp/B093Y2WLFM?ref_=Oct_d_onr_d_15342811&pd_rd_w=H1CiX&pf_rd_p=9493a408-b460-43d0-bc2e-eb7b6f6520ed&pf_rd_r=8NDJ6AS93DVAVZ52J4YP&pd_rd_r=f326d820-4210-4f7c-909d-da50260bd5a0&pd_rd_wg=p0ERw&pd_rd_i=B093Y2WLFM,-1.0
2457,2458,34,2021-10-21 19:49:33,https://www.amazon.com/Vital-Proteins-Collagen-Peptides-Pasture-Raised/dp/B00K6JUG4K?ref_=Oct_d_orecs_d_3764441&pd_rd_w=LwIaJ&pf_rd_p=a6cf2dcc-c3c0-4973-b266-0e3ad7b6eb58&pf_rd_r=5Q9P9X1V6KEYKAZNMGWN&pd_rd_r=fb8feaa0-d639-433f-a4ca-43686efb4ebc&pd_rd_wg=dIyoc&pd_rd_i=B00K6JUG4K&th=1,42.99
2458,2459,35,2021-10-21 19:49:33,https://www.amazon.com/Pampers-Newborn-Swaddlers-Disposable-Diapers/dp/B08QY3N85N?ref_=Oct_d_obs_d_10787321&pd_rd_w=NaB43&pf_rd_p=8000bc8c-c3b0-4816-9f00-5038ff54385c&pf_rd_r=DV1PVVH59NAFHDXSCZHH&pd_rd_r=511e2229-d3bf-4ccc-a585-eed017ff7510&pd_rd_wg=288AB&pd_rd_i=B09DTYMD51&th=1,-1.0
2459,2460,36,2021-10-21 19:49:33,https://www.amazon.com/Nailove-Electric-Fingernails-Automatic-Adults8109/dp/B082HNM9WH?ref_=Oct_d_odotd_d_2_b3e1b253&pd_rd_w=t5WNT&pf_rd_p=a10c66f2-5465-4d26-ac0f-6b448ca4162d&pf_rd_r=DV1PVVH59NAFHDXSCZHH&pd_rd_r=511e2229-d3bf-4ccc-a585-eed017ff7510&pd_rd_wg=288AB,44.09
2460,2461,37,2021-10-21 19:49:33,https://www.amazon.com/dp/B08FRR6Z1N/ref=s9_acsd_omwf_hd_bw_bFmOL_c2_x_3_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-11&pf_rd_r=TTF78542W8JNDRA2P340&pf_rd_t=101&pf_rd_p=834c13cf-4754-59e3-b3e5-c8da67ab994a&pf_rd_i=3760941,249.0
2461,2462,38,2021-10-21 19:49:33,https://www.amazon.com/dp/B084L668Z2/ref=s9_acsd_omwf_hd_bw_bFmOL_c2_x_0_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-11&pf_rd_r=TTF78542W8JNDRA2P340&pf_rd_t=101&pf_rd_p=834c13cf-4754-59e3-b3e5-c8da67ab994a&pf_rd_i=3760941,-100.0
2462,2463,39,2021-10-21 19:49:33,https://www.amazon.com/Massagers-Neck-Back-Heat-Shoulders/dp/B07DBY2X24/ref=sxin_13_pa_sp_search_thematic_sspa?cv_ct_cx=naipo+back+and+neck+massager&dchild=1&keywords=naipo+back+and+neck+massager&pd_rd_i=B07DBY2X24&pd_rd_r=50e0fc80-c4df-40a8-9989-3945beae2042&pd_rd_w=KX7yf&pd_rd_wg=Z13DU&pf_rd_p=f21da57e-06e4-46a5-9148-e2dea2e78384&pf_rd_r=2XC66DH5C4FHTW5X52MM&qid=1634764166&sr=1-2-a73d1c8c-2fd2-4f19-aa41-2df022bcb241-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExTjdMUU9IRjBKTE9YJmVuY3J5cHRlZElkPUEwNjk5MjE3VlBHWFoxS0NKUVZCJmVuY3J5cHRlZEFkSWQ9QTA1MTQ2OTdNQ1pON0Q5TFJRRDMmd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWMmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,-100.0
2463,2464,40,2021-10-21 19:49:33,https://www.amazon.com/Optimum-Nutrition-Standard-Protein-Chocolate/dp/B000QSNYGI/ref=sr_1_5?_encoding=UTF8&c=ts&dchild=1&keywords=Sports+Nutrition+Protein&qid=1634764316&rdc=1&s=hpc&sr=1-5&ts_id=6973704011,-100.0
2464,2465,41,2021-10-21 19:49:33,https://www.amazon.com/OPTIMUM-NUTRITION-STANDARD-Protein-Vanilla/dp/B000GISU1M/ref=sr_1_6?_encoding=UTF8&c=ts&dchild=1&keywords=Sports%2BNutrition%2BProtein&qid=1634764316&rdc=1&s=hpc&sr=1-6&ts_id=6973704011&th=1,-100.0
2465,2466,42,2021-10-21 19:49:33,https://www.amazon.com/Dymatize-Protein-Isolate-Gourmet-Vanilla/dp/B00G6QHYZ6/ref=sr_1_16?_encoding=UTF8&c=ts&dchild=1&keywords=Sports+Nutrition+Protein&qid=1634764316&rdc=1&s=hpc&sr=1-16&ts_id=6973704011,-100.0
2466,2467,43,2021-10-21 19:49:33,https://www.amazon.com/Dymatize-Protein-Isolate-Gourmet-Vanilla/dp/B00G6QHYZ6/ref=sr_1_16?_encoding=UTF8&c=ts&dchild=1&keywords=Sports+Nutrition+Protein&qid=1634764316&rdc=1&s=hpc&sr=1-16&ts_id=6973704011,-100.0
2467,2468,44,2021-10-21 19:49:33,https://www.amazon.com/Apples-Never-Fall-bestselling-Strangers/dp/0241396093/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=,-100.0
2468,2469,45,2021-10-21 19:49:33,https://www.amazon.com/Keeper-Happy-Endings-Barbara-Davis/dp/1542021472/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=,-100.0
2469,2470,46,2021-10-21 19:49:33,https://www.amazon.com/dp/1913484106/ref=s9_acsd_hps_bw_c2_x_4_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-8&pf_rd_r=87SWQF9RKVAN7QYNJWYP&pf_rd_t=101&pf_rd_p=471146b1-73a8-45e2-aa6e-e79125421657&pf_rd_i=283155,-100.0
2470,2471,47,2021-10-21 19:49:33,https://www.amazon.com/Exponential-Theory-Power-Thinking-Big/dp/1631956671/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=,-100.0
2471,2472,48,2021-10-21 19:49:33,https://www.amazon.com/Atomic-Habits-James-Clear/dp/1847941834/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=,-100.0
2472,2473,49,2021-10-21 19:49:33,https://www.amazon.com/dp/1612680178/ref=s9_acsd_otopr_hd_bw_b3_c2_x_3_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-11&pf_rd_r=RPV70GAFWH4QDTAECQKK&pf_rd_t=101&pf_rd_p=f109b5cc-cb6f-5c85-8d28-db3906edf350&pf_rd_i=3,-100.0
2473,2474,50,2021-10-21 19:49:33,https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1492032646?ref_=ast_sto_dp,-100.0
2474,2475,51,2021-10-21 19:49:33,https://www.amazon.com/dp/1591846447/ref=s9_acsd_otopr_hd_bw_b3_c2_x_4_t?pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-11&pf_rd_r=RPV70GAFWH4QDTAECQKK&pf_rd_t=101&pf_rd_p=f109b5cc-cb6f-5c85-8d28-db3906edf350&pf_rd_i=3,-100.0
2475,2476,52,2021-10-21 19:49:33,https://www.amazon.com/Daily-Laws-Meditations-Seduction-Strategy/dp/0593299213/ref=lp_3_1_7?dchild=1,-100.0
2476,2477,53,2021-10-21 19:49:33,https://www.amazon.com/dp/1672411459/ref=sspa_dk_detail_2?psc=1&pd_rd_i=1672411459&pd_rd_w=1wLH6&pf_rd_p=887084a2-5c34-4113-a4f8-b7947847c308&pd_rd_wg=ydHcn&pf_rd_r=R45JEHCF83FG72Z5DKSN&pd_rd_r=e6a90d01-1992-498e-aebc-4cbf2dbc6c6b&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzVUszM0pETTVCTDFPJmVuY3J5cHRlZElkPUEwMTMxMjc0MzI3MkxYTkJQRU5XWSZlbmNyeXB0ZWRBZElkPUEwMzQyOTg5MzNTTjRFTlBGNFRONSZ3aWRnZXROYW1lPXNwX2RldGFpbCZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=,-100.0
2477,2478,54,2021-10-21 19:49:33,https://www.amazon.com/Art-War-Sun-Tzu/dp/1599869772/ref=sr_1_1?dchild=1&keywords=art+of+war+sun+tzu&qid=1634765048&s=books&sr=1-1,-100.0
2478,2479,55,2021-10-21 19:49:33,https://www.amazon.com/PlayStation-Store-Gift-Card-Digital/dp/B00K59HKIQ?ref_=Oct_d_otopr_d_468642&pd_rd_w=t2Vzs&pf_rd_p=8f269526-780e-4f8e-9daa-56fd73859d4c&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B00K59HKIQ,-100.0
2479,2480,56,2021-10-21 19:49:33,https://www.amazon.com/Oculus-Quest-Advanced-All-One-Virtual/dp/B099VMT8VZ?ref_=Oct_d_otopr_d_468642&pd_rd_w=t2Vzs&pf_rd_p=8f269526-780e-4f8e-9daa-56fd73859d4c&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B099VMT8VZ,-100.0
2480,2481,57,2021-10-21 19:49:33,https://www.amazon.com/PlayStation-DualSense-Wireless-Controller-Midnight-5/dp/B094WL86N5?ref_=Oct_d_onr_d_468642&pd_rd_w=G4v9f&pf_rd_p=9493a408-b460-43d0-bc2e-eb7b6f6520ed&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B094WL86N5,-100.0
2481,2482,58,2021-10-21 19:49:33,https://www.amazon.com/NBA-2K22-PlayStation-4/dp/B098Y94S29?ref_=Oct_d_onr_d_468642&pd_rd_w=G4v9f&pf_rd_p=9493a408-b460-43d0-bc2e-eb7b6f6520ed&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B098Y94S29,-100.0
2482,2483,59,2021-10-21 19:49:33,https://www.amazon.com/Mortal-Kombat-Ultimate-PS5-PlayStation-5/dp/B08KVFZQPL/ref=sr_1_2_sspa?dchild=1&pf_rd_i=468642&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=dcd1dcde-760f-4309-893e-b61b5f716445&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1634765236&refinements=p_n_theme_browse-bin%3A7909610011&s=videogames&sr=1-2-spons&psc=1&smid=A04522061Z9EJVBCDTTH6&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyQzdLRkFPOTJTVUVKJmVuY3J5cHRlZElkPUEwNjQ0MTE1NlhJTEZNWlZHNkMmZW5jcnlwdGVkQWRJZD1BMDI3MjYyNjM4NDFPRzJESVZJUjkmd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3NlJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,-100.0
2483,2484,60,2021-10-21 19:49:33,https://www.amazon.com/Battlefield-2042-PlayStation-5/dp/B096HSJ6PJ/ref=sr_1_3?dchild=1&pf_rd_i=468642&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=dcd1dcde-760f-4309-893e-b61b5f716445&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1634765254&refinements=p_n_theme_browse-bin%3A7909610011&s=videogames&sr=1-3,-1.0
2484,2485,61,2021-10-21 19:49:33,https://www.amazon.com/Far-Cry-6-PlayStation-5-Standard/dp/B08CKL9K4Z/ref=pd_sbs_1/141-3000992-8842450?pd_rd_w=nvwHx&pf_rd_p=0a3ad226-8a77-4898-9a99-63ffeb1aef90&pf_rd_r=DPCS09GYFMD95WGFXCM2&pd_rd_r=354a4417-bec1-497e-b552-d45cb10e5d38&pd_rd_wg=sFINK&pd_rd_i=B08FS6BB8W&th=1,-100.0
2485,2486,62,2021-10-21 19:49:33,https://www.amazon.com/SanDisk-MicroSDXC-Nintendo-Switch-SDSQXAO-128G-GNCZN/dp/B07KXQX3S3?ref_=Oct_d_omg_d_468642&pd_rd_w=befOJ&pf_rd_p=91d04f53-a5e6-477b-803f-81835dc5f501&pf_rd_r=NYZ0Z7C50TP6ZQWH612P&pd_rd_r=1fb93056-d76e-40b8-8a76-14879249c81e&pd_rd_wg=Li77j&pd_rd_i=B07KXQX3S3&th=1,-100.0
2486,2487,63,2021-10-21 19:49:33,https://www.amazon.com/Razer-Wolverine-Ultimate-Multi-Function-Intrchangeable-Thumbsticker/dp/B074RNL1RX/ref=sr_1_3?_encoding=UTF8&c=ts&dchild=1&keywords=PC+Accessories&qid=1634765437&s=videogames&sr=1-3&ts_id=318813011,-100.0
2487,2488,64,2021-10-21 19:49:33,https://www.amazon.com/Elgato-Stream-Deck-Controller-customizable/dp/B06XKNZT1P/ref=sr_1_4?_encoding=UTF8&c=ts&dchild=1&keywords=PC+Accessories&qid=1634765437&s=videogames&sr=1-4&ts_id=318813011,-100.0
2488,2489,65,2021-10-21 19:49:33,https://www.amazon.com/SteelSeries-Lossless-Wireless-Headset-Headphone/dp/B07FZVXS8H/ref=sr_1_12?_encoding=UTF8&c=ts&dchild=1&keywords=PC%2BAccessories&qid=1634765437&s=videogames&sr=1-12&ts_id=318813011&th=1,-100.0
2489,2490,66,2021-10-21 19:49:33,https://www.amazon.com/dp/B081415GCS/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B081415GCS&pd_rd_w=AgL1K&pf_rd_p=887084a2-5c34-4113-a4f8-b7947847c308&pd_rd_wg=GRcLN&pf_rd_r=GFBJ8QQYJA4XDD34NYKB&pd_rd_r=e7edf49b-a323-4ea7-a5fe-6b9ffea329ae&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExR0xVQzk2MjhLRzJHJmVuY3J5cHRlZElkPUEwNjQ2NzI5MTBDRThDOVNCWUhTMCZlbmNyeXB0ZWRBZElkPUEwMTEzODIyRDBBWEs0N1BIMEpFJndpZGdldE5hbWU9c3BfZGV0YWlsJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,-100.0
2490,2491,67,2021-10-21 19:49:33,https://www.amazon.com/Razer-Base-Station-Chroma-RC21-01510100-R3U1/dp/B08J5WQTL5/ref=sr_1_14?_encoding=UTF8&c=ts&dchild=1&keywords=PC%2BAccessories&qid=1634765437&s=videogames&sr=1-14&ts_id=318813011&th=1,-100.0
2491,2492,68,2021-10-21 19:49:33,https://www.amazon.com/Razer-Firefly-Gaming-Mouse-Built/dp/B07ZDWHL4M/ref=sr_1_17?_encoding=UTF8&c=ts&dchild=1&keywords=PC+Accessories&qid=1634765437&s=videogames&sr=1-17&ts_id=318813011,-100.0
2492,2493,69,2021-10-21 19:49:33,https://www.amazon.com/LG-32GK650F-B-Monitor-FreeSync-Technology/dp/B07FLGR2PN/ref=lp_8588811011_1_5?dchild=1,-100.0
2493,2494,70,2021-10-21 19:49:33,https://www.amazon.com/Razer-Blade-Advanced-Gaming-Laptop/dp/B086M8PQYR/ref=lp_8588811011_1_6?dchild=1,-100.0
2494,2495,71,2021-10-21 19:49:33,https://www.amazon.com/Acer-Monitor-Refresh-Compatible-Display/dp/B075KFPJ5C/ref=lp_8588811011_1_7?dchild=1&th=1,-100.0
2495,2496,72,2021-10-21 19:49:33,https://www.amazon.com/Apple-MacBook-13-inch-256GB-Storage/dp/B08N5M9XBS?ref_=Oct_d_otopr_d_565108&pd_rd_w=NsWtx&pf_rd_p=8f269526-780e-4f8e-9daa-56fd73859d4c&pf_rd_r=F7G5WCNTMT8BVNTSEEMC&pd_rd_r=e34c6193-b9f0-4334-b844-09d181c9729e&pd_rd_wg=oE5nE&pd_rd_i=B08N5M7S6K&th=1,-100.0
